[Tue Mar 31 21:21:56.120013 2015] [:error] [pid 1014] [client 99.254.9.30:50474] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170
[Wed Apr 01 07:17:43.293799 2015] [:error] [pid 3557] [client 99.254.9.30:51012] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:43.293823 2015] [:error] [pid 3557] [client 99.254.9.30:51012] PHP Notice:  Use of undefined constant BaseMtc_court - assumed 'BaseMtc_court' in /var/www/marchtennisclub.com/public_html/json-api/lib/PublicData.class.php on line 350, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:43.297183 2015] [:error] [pid 3557] [client 99.254.9.30:51012] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:43.297225 2015] [:error] [pid 3557] [client 99.254.9.30:51012] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:43.297236 2015] [:error] [pid 3557] [client 99.254.9.30:51012] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:44.149164 2015] [:error] [pid 3557] [client 99.254.9.30:51012] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:44.149452 2015] [:error] [pid 3557] [client 99.254.9.30:51012] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:44.149487 2015] [:error] [pid 3557] [client 99.254.9.30:51012] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:44.149539 2015] [:error] [pid 3557] [client 99.254.9.30:51012] PHP Notice:  Use of undefined constant BaseMtc_court - assumed 'BaseMtc_court' in /var/www/marchtennisclub.com/public_html/json-api/lib/PublicData.class.php on line 350, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:44.153818 2015] [:error] [pid 3557] [client 99.254.9.30:51012] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:44.153962 2015] [:error] [pid 3557] [client 99.254.9.30:51012] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:44.153992 2015] [:error] [pid 3557] [client 99.254.9.30:51012] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:44.220847 2015] [:error] [pid 3240] [client 99.254.9.30:51011] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:44.221051 2015] [:error] [pid 3240] [client 99.254.9.30:51011] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:44.221080 2015] [:error] [pid 3240] [client 99.254.9.30:51011] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:44.221136 2015] [:error] [pid 3240] [client 99.254.9.30:51011] PHP Notice:  Use of undefined constant BaseMtc_court - assumed 'BaseMtc_court' in /var/www/marchtennisclub.com/public_html/json-api/lib/PublicData.class.php on line 350, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:44.238268 2015] [:error] [pid 3553] [client 99.254.9.30:51008] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:44.238653 2015] [:error] [pid 3553] [client 99.254.9.30:51008] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:44.238687 2015] [:error] [pid 3553] [client 99.254.9.30:51008] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:44.238767 2015] [:error] [pid 3553] [client 99.254.9.30:51008] PHP Notice:  Use of undefined constant BaseMtc_court - assumed 'BaseMtc_court' in /var/www/marchtennisclub.com/public_html/json-api/lib/PublicData.class.php on line 350, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:44.241556 2015] [:error] [pid 3240] [client 99.254.9.30:51011] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:44.241704 2015] [:error] [pid 3240] [client 99.254.9.30:51011] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:44.241750 2015] [:error] [pid 3240] [client 99.254.9.30:51011] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:44.249862 2015] [:error] [pid 3553] [client 99.254.9.30:51008] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:44.249999 2015] [:error] [pid 3553] [client 99.254.9.30:51008] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:44.250040 2015] [:error] [pid 3553] [client 99.254.9.30:51008] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:46.784479 2015] [:error] [pid 3240] [client 99.254.9.30:51011] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:46.784723 2015] [:error] [pid 3240] [client 99.254.9.30:51011] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:46.784757 2015] [:error] [pid 3240] [client 99.254.9.30:51011] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:46.784805 2015] [:error] [pid 3240] [client 99.254.9.30:51011] PHP Notice:  Use of undefined constant BaseMtc_court - assumed 'BaseMtc_court' in /var/www/marchtennisclub.com/public_html/json-api/lib/PublicData.class.php on line 350, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:46.788208 2015] [:error] [pid 3240] [client 99.254.9.30:51011] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:46.788304 2015] [:error] [pid 3240] [client 99.254.9.30:51011] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:46.788329 2015] [:error] [pid 3240] [client 99.254.9.30:51011] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:49.318693 2015] [:error] [pid 3240] [client 99.254.9.30:51011] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:49.318922 2015] [:error] [pid 3240] [client 99.254.9.30:51011] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:49.318967 2015] [:error] [pid 3240] [client 99.254.9.30:51011] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:49.319090 2015] [:error] [pid 3240] [client 99.254.9.30:51011] PHP Notice:  Use of undefined constant BaseMtc_court - assumed 'BaseMtc_court' in /var/www/marchtennisclub.com/public_html/json-api/lib/PublicData.class.php on line 350, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:49.323442 2015] [:error] [pid 3240] [client 99.254.9.30:51011] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:49.323565 2015] [:error] [pid 3240] [client 99.254.9.30:51011] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:49.323603 2015] [:error] [pid 3240] [client 99.254.9.30:51011] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:59.708127 2015] [:error] [pid 3556] [client 99.254.9.30:51014] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:59.708277 2015] [:error] [pid 3556] [client 99.254.9.30:51014] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:59.708299 2015] [:error] [pid 3556] [client 99.254.9.30:51014] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:59.708333 2015] [:error] [pid 3556] [client 99.254.9.30:51014] PHP Notice:  Use of undefined constant BaseMtc_court - assumed 'BaseMtc_court' in /var/www/marchtennisclub.com/public_html/json-api/lib/PublicData.class.php on line 350, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:59.712679 2015] [:error] [pid 3556] [client 99.254.9.30:51014] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:59.712735 2015] [:error] [pid 3556] [client 99.254.9.30:51014] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:59.712751 2015] [:error] [pid 3556] [client 99.254.9.30:51014] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:59.770048 2015] [:error] [pid 3556] [client 99.254.9.30:51014] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:59.770200 2015] [:error] [pid 3556] [client 99.254.9.30:51014] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:59.770232 2015] [:error] [pid 3556] [client 99.254.9.30:51014] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:59.770306 2015] [:error] [pid 3556] [client 99.254.9.30:51014] PHP Notice:  Use of undefined constant BaseMtc_court - assumed 'BaseMtc_court' in /var/www/marchtennisclub.com/public_html/json-api/lib/PublicData.class.php on line 350, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:59.772373 2015] [:error] [pid 3556] [client 99.254.9.30:51014] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:59.772429 2015] [:error] [pid 3556] [client 99.254.9.30:51014] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:17:59.772445 2015] [:error] [pid 3556] [client 99.254.9.30:51014] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:01.450759 2015] [:error] [pid 3556] [client 99.254.9.30:51014] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:01.450991 2015] [:error] [pid 3556] [client 99.254.9.30:51014] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:01.451043 2015] [:error] [pid 3556] [client 99.254.9.30:51014] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:01.451113 2015] [:error] [pid 3556] [client 99.254.9.30:51014] PHP Notice:  Use of undefined constant BaseMtc_court - assumed 'BaseMtc_court' in /var/www/marchtennisclub.com/public_html/json-api/lib/PublicData.class.php on line 350, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:01.454152 2015] [:error] [pid 3556] [client 99.254.9.30:51014] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:01.454250 2015] [:error] [pid 3556] [client 99.254.9.30:51014] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:01.454276 2015] [:error] [pid 3556] [client 99.254.9.30:51014] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:01.510952 2015] [:error] [pid 3556] [client 99.254.9.30:51014] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:01.511150 2015] [:error] [pid 3556] [client 99.254.9.30:51014] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:01.511211 2015] [:error] [pid 3556] [client 99.254.9.30:51014] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:01.511262 2015] [:error] [pid 3556] [client 99.254.9.30:51014] PHP Notice:  Use of undefined constant BaseMtc_court - assumed 'BaseMtc_court' in /var/www/marchtennisclub.com/public_html/json-api/lib/PublicData.class.php on line 350, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:01.514174 2015] [:error] [pid 3556] [client 99.254.9.30:51014] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:01.514257 2015] [:error] [pid 3556] [client 99.254.9.30:51014] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:01.514282 2015] [:error] [pid 3556] [client 99.254.9.30:51014] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:07.319431 2015] [:error] [pid 3550] [client 99.254.9.30:51015] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:07.319568 2015] [:error] [pid 3550] [client 99.254.9.30:51015] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:07.319590 2015] [:error] [pid 3550] [client 99.254.9.30:51015] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:07.319645 2015] [:error] [pid 3550] [client 99.254.9.30:51015] PHP Notice:  Use of undefined constant BaseMtc_court - assumed 'BaseMtc_court' in /var/www/marchtennisclub.com/public_html/json-api/lib/PublicData.class.php on line 350, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:07.321049 2015] [:error] [pid 3550] [client 99.254.9.30:51015] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:07.321099 2015] [:error] [pid 3550] [client 99.254.9.30:51015] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:07.321114 2015] [:error] [pid 3550] [client 99.254.9.30:51015] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:07.379606 2015] [:error] [pid 3550] [client 99.254.9.30:51015] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:07.379731 2015] [:error] [pid 3550] [client 99.254.9.30:51015] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:07.379763 2015] [:error] [pid 3550] [client 99.254.9.30:51015] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:07.379786 2015] [:error] [pid 3550] [client 99.254.9.30:51015] PHP Notice:  Use of undefined constant BaseMtc_court - assumed 'BaseMtc_court' in /var/www/marchtennisclub.com/public_html/json-api/lib/PublicData.class.php on line 350, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:07.381260 2015] [:error] [pid 3550] [client 99.254.9.30:51015] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:07.381298 2015] [:error] [pid 3550] [client 99.254.9.30:51015] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:07.381309 2015] [:error] [pid 3550] [client 99.254.9.30:51015] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:19.392684 2015] [:error] [pid 3543] [client 99.254.9.30:51016] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:19.392917 2015] [:error] [pid 3543] [client 99.254.9.30:51016] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:19.392949 2015] [:error] [pid 3543] [client 99.254.9.30:51016] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:19.393003 2015] [:error] [pid 3543] [client 99.254.9.30:51016] PHP Notice:  Use of undefined constant BaseMtc_member - assumed 'BaseMtc_member' in /var/www/marchtennisclub.com/public_html/json-api/lib/PublicData.class.php on line 547, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:19.401372 2015] [:error] [pid 3543] [client 99.254.9.30:51016] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:19.401488 2015] [:error] [pid 3543] [client 99.254.9.30:51016] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:19.401517 2015] [:error] [pid 3543] [client 99.254.9.30:51016] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:19.456186 2015] [:error] [pid 3543] [client 99.254.9.30:51016] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:19.456395 2015] [:error] [pid 3543] [client 99.254.9.30:51016] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:19.456461 2015] [:error] [pid 3543] [client 99.254.9.30:51016] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:19.456516 2015] [:error] [pid 3543] [client 99.254.9.30:51016] PHP Notice:  Use of undefined constant BaseMtc_member - assumed 'BaseMtc_member' in /var/www/marchtennisclub.com/public_html/json-api/lib/PublicData.class.php on line 547, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:19.460288 2015] [:error] [pid 3543] [client 99.254.9.30:51016] PHP Warning:  fopen(logs/log.txt): failed to open stream: Permission denied in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 170, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:19.460408 2015] [:error] [pid 3543] [client 99.254.9.30:51016] PHP Warning:  fwrite() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 186, referer: http://marchtennisclub.com/UnitTest/
[Wed Apr 01 07:18:19.460450 2015] [:error] [pid 3543] [client 99.254.9.30:51016] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /var/www/marchtennisclub.com/public_html/json-api/lib/general/base/Log4me.class.php on line 188, referer: http://marchtennisclub.com/UnitTest/
